,TranslatedRecipeName,Cuisine,Image_URL
4557,Maharashtrian Chavali Chi Usal,Maharashtrian,
4558,Coffee Raisin Cake With Sugar Glaze,Continental,
4559,Patta Gobi Matar Nu Shaak,North Indian,
4560,Spicy & Tangy Pakodi Chaat,North Indian,
4561,Green Tea,Asian,
4562,Spinach and Green Peas Curry,North Indian,
4563,Chilli Ginger Vegetable Tofu Stir Fry,Asian,
4564,Ragi Malpua With Rabri,Indian,
4565,Tawa Crispy Pomfret Fry,Indian,
4566,Italian Calzones,Italian,
4567,The Oat and Green Moong Dal Pesarattu,South Indian,
4568,Chettinad Cauliflower Pepper Fry,Tamil Nadu,
4569,Sukhi Dahi Wali Lauki,North Indian,
4570,Pasi Paruppu Masiyal,South Indian,
4571,Horsegram Idli,Konkan,
4573,Aglio E Olio Pasta with Roasted Cauliflower, Peppers & Cashew Nuts,
4574,Udupi Style Alsande Kayi Saaru,Udupi,
4575,Greek Style Grilled Pita Pizza,Greek,
4576,Awadhi Style Kathal Ke Kebab,Awadhi,
4577,Raw Papaya Kofta In Yogurt Curry,North Indian,
4578,Millet Jowar Paniyaram,Tamil Nadu,
4579,Strawberry Panna Cotta Tart With Chocolate Ganache,Continental,
4581,Baked Brie In Puff Pastry With Fruits,Continental,
4582,Coconut Milk,Indian,
4583,Maharashtrian Golyachi Amti,Maharashtrian,
4584,Ice Cream Tea Float,European,
4585,Burani Raita,Hyderabadi,
4586,Matar Besan And Paneer Cheela,North Indian,
4587,Moong Dal Potli,Indian,
4588,Mushroom & Bean Sloppy Joe,Continental,
4589,Greek Style Broken Wheat Salad with Chickpeas Fresh Mint & Feta,Greek,
4590,Kundapur Taal Masala Powder,Mangalorean,
4592,Arbi Tomato Onion Sabzi,North Indian,
4593,Creamy Mocha Lassi,Indian,
4594,Crispy Amla Gawar Phali Sabzi,Rajasthani,
4595,Satori,Maharashtrian,
4596,Balinese Black Rice Pudding,Asian,
4597,Gujarati Biraj,Gujarati,
4598,Asian Red Cabbage Salad With Roasted Peanuts,Asian,
4599,Jowar and Vegetable Porridge,South Indian,
4600,Chemba Rice,Kerala,
4601,Mint Flavoured Mixed Vegetable Pulao,Indian,
4602,Verusenaga Sambar,South Indian,
4604,Savoury Pancakes With Spinach & Paneer Filling,Continental,
4605,Paneer Pasanda,Awadhi,
4606,Quinoa Sweet Paniyaram,South Indian,
4607,Oatmeal Pancake With Orange,Continental,
4609,Tomato Onion Gravy Sabzi,Indian,
4610,Andhra Style Coconut Flavored Rice Upma,Andhra,
4611,Vegetable Spring Rolls,Chinese,
4612,Avocado Ada Pradhaman,South Indian,
4614,Perfect Christmas Roast Potatoes,European,
4615,Iyengar Bakery Style Masala Bread,Karnataka,
4616,Italian Baked Pasta With Cheese & Bread Crumbs,Italian,
4617,Traditional Mathri,North Indian,
4618,Matar Samosa Chaat,North Indian,
4621,Tangy Red Purifier,Indian,
4622,Subz Noor E Chashm,Awadhi,
4623,Roasted Chickpeas With Apples Salad,Continental,
4624,Roasted Vegetables Pizza Pouch,Italian,
4625,Kaddu Simla Mirch Sabzi,North Indian,
4626,Creamy Veg Spring Roll,Continental,
4627,Mooli Gobhi Aur Methi Sabzi,Indian,
4628,Khatte Baingan,Indian,
4629,Chettinad Masala Powder,Chettinad,
4631,Manathakkali Thayir Pachadi,Tamil Nadu,
4633,Fusion Wrap,Continental,
4634,Heerekai Sippe Chutney,Karnataka,
4635,Baked Cheesy Broccoli Pasta,Italian,
4636,Whole Wheat Ravioli with Paneer & Creamy Mushroom Oat Sauce,Italian,
4637,Surati Jowar Vada,North Indian,
4638,Gujarati Style Bhakri,Maharashtrian,
4639,Besan Burji,Indian,
4641,Amrood Ki Chutney,Indian,
4642,Mango Ice,Continental,
4643,Badam Burfi,Indian,
4645,Narikol Pitha,Assamese,
4646,Kelyachi Bhaji,Goan,
4647,Pan Roasted Herbed Baby Potato With Vegetables,Continental,
4648,Baked Vegetable Salad,Indian,
4649,Andhra Style Chama Dumpa Pulusu,Andhra,
4650,Beans On Toast,Continental,
4652,Asian Style Tofu in Spicy Orange Sauce,Asian,
4653,Spinach And Coriander Dosa,South Indian,
4654,Kasuri Methi Paneer Sabzi,North Indian,
4656,Kadambuttu,Coorg,
4657,Herbed Butter Rice With Rosemary & Thyme,Continental,
4658,Kanpe Papdi Chaat,North Indian,
4659,Raw Papaya Mor Kootu,South Indian,
4660,Detox Blueberry Salad,Continental,
4661,Mushroom Fried Rice,Asian,
4662,Chilli Bean Dip With Chips,Mexican,
4663,Pasta In Pudina Chutney Sauce,Fusion,
4664,Gavarphali Ki Sabji,Rajasthani,
4665,Oriya Kancha Kadali Bara,Oriya,
4666,Baked chickpea lentil,Indian,
4667,Urulaikizhangu Puli Thokku,South Indian,
4669,Potato Bonda,South Indian,
4670,Classic Pizza Margherita,Italian,
4671,Jackfruit Idli,South Indian,
4672,Karnataka Style Awarekalu Pulao,Karnataka,
4673,Mirchi Lahsun Ka Chunda,Rajasthani,
4674,Surul Appam,South Indian,
4675,Strawberry Yogurt Breakfast Parfait,French,
4676,Punjabi Choori,Punjabi,
4677,Cabbage Tomato Pachadi,South Indian,
4678,Instant Sooji Oats Dhokla,Gujarati,
4679,South Indian Kosambari With Raw Mango, Cucumber,
4680,Chettinad Podalangai Vadai,Chettinad,
4681,Amritsari dal,Punjabi,
4682,The Croque Madame Sandwich,French,
4683,Dum Arbi,North Indian,
4684,Methi Jowar Ragi Thalipeeth,Maharashtrian,
4685,Jaggerya Dosa,South Indian,
4686,Paneer Kolhapuri,Maharashtrian,
4687,Instant Masala Beans Idli,South Indian,
4688,Arbi Ke Patte Ke Pakode,Maharashtrian,
4689,Mexican Vegetarian Fajitas,Mexican,
4690,Sprouted Horse Gram Thoran,Kerala,
4692,Instant Red Chilli Pickle,Indian,
4693,Vaangi Shimla Mirchi Bhaji,Maharashtrian,
4694,Potato Cabbage Pea Vegetable,North Indian,
4695,Banana And Ragi Porridge,Indian,
4696,Tofu Chocolate Mousse,Continental,
4697,Pumpkin Wade,Indian,
4698,Dahi Ma Bheeda,Parsi,
4699,Sev Tamatar Ki Sabzi,Gujarati,
4700,Broccoli and Pepper Rice,Indian,
4701,Thai Style Mung Bean Fritter,Thai,
4702,Masala Soda Shikanji,Indian,
4703,Potato Basil Fritters,Continental,
4704,Tuna Rasam Bhaji,Fusion,
4706,Kaya Tholi Thoran,Kerala,
4708,Quinoa Brown Rice and Vegetable Pulao,Indian,
4709,Quinoa and Vegetable Saute,Indian,
4710,Paneer Do Pyaza,North Indian,
4711,Mushroom Stuffed Ravioli With Burnt Butter Sauce,Italian,
4713,Creamy Beetroot and Potato Puree,Indian,
4715,Cheesy Garlic Spinach Corn Paneer Sandwich,Continental,
4716,Shrimp Stir Fry With Cheesy Dip Mayo,Asian,
4717,Tofu Strawberry Puree,Continental,
4719,Spinach Mushroom Stir Fry,Continental,
4720,A Creamy & Delicious Gulkand Kulfi,Indian,
4721,Couscous Salad With Cucumber And Feta Cheese,Continental,
4722,Zoodles In Creamy Basil Pesto,Italian,
4724,Saunf Wali Hari Gobi Sabzi,North Indian,
4725,Beetroot And Chickpea Kebab,Indian,
4726,Instant Rava Appam With Vegetables,South Indian,
4727,Tamil Nadu Style Potato Masiyal,Tamil Nadu,
4728,Cauliflower Pepper Fry,Chettinad,
4730,Cheesy Mushroom Masala Dosa,South Indian,
4731,Orange & Date Muffin,Continental,
4733,Bihari Chana Daal Puri,Bihari,
4734,Kolhapuri akha masoor dal,North Indian,
4735,Mango Buckwheat Porridge,Continental,
4736,Aam Pora Shorbot,Bengali,
4737,Tomato Gotsu,South Indian,
4738,Malabar Style Ney Pathiri,Malabar,
4739,Fresh Fruit Bowl,Continental,
4740,Whole Wheat Pasta Salad With Capsicum And Corn,Continental,
4742,Caribbean Vegetable Patties,Caribbean,
4745,Moong Dal Methi Ki Sabzi,Indian,
4746,Spicy Soya Bhurji,North Indian,
4747,Bihari Style Kadhi Bari,Bihari,
4748,Sprouted Kollu Sambar,South Indian,
4749,Sukha Bhel With Boiled Peanuts,Indian,
4750,Warm Red Lentil Salad With Goat Cheese,Indian,
4751,Goan Stuffed Masala,Goan,
4752,Shakarkandi Ka Halwa,North Indian,
4753,Milagu Keerai Poricha Kootu,South Indian,
4754,Garlic Methi Raita,Indian,
4755,Chickpea and Broccoli Quesadilla,Mexican,
4756,Avarakalu Rawa Laddu,Karnataka,
4758,Mediterranean Quinoa Bowl With Red Bell Pepper Sauce,Mediterranean,
4759,Orio Paneer Modak,Indian,
4760,Pineapple Paneer Darts,North Indian,
4761,Kale and Mushroom French Soup,Continental,
4762,Sabudana Tikki,Indian,
4763,Mushroom Tikka Masala Dry,North Indian,
4764,Honey Glazed Corn Fritters,Indian,
4765,Milk pudding,Chettinad,
4766,Baked Mexican Rice,Mexican,
4767,Karela Tikki,Indian,
4768,Ask Roti,Pakistani,
4769,Aloo Patta Gobhi Sabzi,North Indian,
4770,Aam Ka Panna With Jaggery,North Indian,
4772,Cheesy Corn On The Cob,Continental,
4773,Quinoa Rice Pudding With Turmeric,South Indian,
4774,Thai Style Beansprouts & Raw Mango Salad,Thai,
4775,Andhra Style Tamati Pachadi,Andhra,
4777,Gujarati Dal,Gujarati,
4778,Andi Unda,Kerala,
4780,Makhana Pakora,Indian,
4781,Pattani Sundal,South Indian,
4782,Carrot and Capsicum Mix Dal,South Indian,
4783,Pineapple Cucumber Salad,Indian,
4784,Creamy Pumpkin Pasta Sauce,Italian,
4785,Baked Whole Wheat Masala Baati,Rajasthani,
4786,Carrot Cashew Smoothie,Continental,
4787,Instant Dosa Mix Powder,South Indian,
4788,Pearl Barley Vegetable Soup,Continental,
4790,Tomato Rasam,South Indian,
4791,Roasted Garlic Pineapple Paneer Pizza,Italian,
4792,Maharashtrian Tomato Essence,Maharashtrian,
4793,Mixed Vegetable Paratha,Indian,
4794,Red Spicy Salsa,Mexican,
4795,Rayalaseema Style Borugula Upma,Andhra,
4796,Milk Sooji Fudge,Karnataka,
4797,Jello Poke Cake,Continental,
4798,Uggani,South Indian,
4799,Uttarakhand Aloo Ke Gutke,Uttar Pradesh,
4800,Onion Mango Salad,Indian,
4801,Aloo Posto,Bengali,
4802,Teriyaki Tofu,Japanese,
4803,Chewy Strawberry Muesli Oats Cookie,Continental,
4804,Sweet and Sour Mangalore Cucumber Chutney,South Indian,
4805,Hot Coffee Latte,Continental,
4806,Alfredo Spaghetti Pasta in Broccoli & Olives,Italian,
4807,Paneer Bake Pit Paniyaram,South Indian,
4808,Grilled Sub Sandwich With Paneer & Roasted Vegetables,Continental,
4809,Curry Patta Chaas,Indian,
4810,Paplet Hooman,South Indian,
4812,Red Smoothie Bowl,Continental,
4813,Traditional Whole Gobi Musallam,North Indian,
4814,Poha Dosa,South Indian,
4815,Asian Style Mixed Fried Rice,Asian,
4816,Dhingri Matar,North Indian,
4817,Uchellu Chutney,North Karnataka,
4818,Mirchi Ka Kuta,Rajasthani,
4819,Moryechi Xacuti,Goan,
4820,Vegetarian Fried Rice,Indonesian,
4822,Spiced Buttermilk With Coriander And Ginger,Indian,
4823,Walnut Cranberry No Bake Cheesecake With Strawberries,Continental,
4824,Karnataka Style Avarekalu Chitranna,Karnataka,
4826,Stir Fried Wild Rice with Peri Peri Tofu,Fusion,
4827,Hibiscus,South Indian,
4828,Stove Top Green Peas Seekh Kebab,Indian,
4829,Whole Wheat and Jowar,Continental,
4830,Bharwa Besan Mirch Sabzi,Rajasthani,
4831,Jalapeno Cilantro Lime Rice,Continental,
4832,Pina Colada Cake,Continental,
4833,One Pot Punjabi Rajma Masala,North Indian,
4834,Curry Leaves Buttermilk,Indian,
4835,Sundakkai And Methi Leaves Sambar,South Indian,
4836,Nigella Seed Beetroot Rice,Indian,
4838,Mambazha Mor Kuzhambu,South Indian,
4839,Bengali Style Shaak Bhaja,Bengali,
4840,Lu methi paratha,North Indian,
4841,Mashed Peas,North Indian,
4842,Karnataka Style Heerekai Dosa,Karnataka,
4843,Konkani Style Southe Koddel,Konkan,
4844,Bharwa Karela Masala,Indian,
4845,Mini Bajra Uttapam,South Indian,
4846,Seem Paal,Indian,
4847,Healthy Veg Lollipop With Palak & Rajma,North Indian,
4848,Durg Style Mushroom Curry,Coorg,
4849,Tambdi Bhaji,Goan,
4850,Khajur Imli Chutney,Indian,
4851,Honey and Sesame Tossed Flat Noodles with Toasted Tofu,Indo Chinese,
4852,Beetroot Pulao,Indian,
4853,Spicy Vegetarian Thai Noodle Bowl,Thai,
4854,Fresh Basil Pesto,Thai,
4855,Spiced Khooba Roti,Rajasthani,
4856,Apple Cucumber Salad,Continental,
4857,Vegetable Uttapam,South Indian,
4858,Herbed Tofu & Spinach In Tomato Basil Sauce,Continental,
4859,Matki Khichdi,North Indian,
4860,Pistachio Lemon Cookie,Continental,
4861,Mango & Lemon Bar,Continental,
4862,Chunni Ki Puri,North Indian,
4863,Kathirikai Paruppu Kootu,Tamil Nadu,
4864,Tamil Nadu Style Grinded Rasam,South Indian,
4866,Goan Style Sangacho Ross,Goan,
4867,Muesli Chia Seed and Dry Fruit Jar,Continental,
4868,Chow Chow Moss Lentil Fry,South Karnataka,
4869,Aloo Matar Korma In White Gravy,North Indian,
4870,Roasted Vegetable Au Gratin,French,
4871,Thengai Poli,South Indian,
4872,Phalsa Ka Sharbat,Indian,
4873,Aavryachi Bhaji,North Karnataka,
4874,Beet Quinoa Sliders,Continental,
4875,Tamil Nadu Style Sorkai Porial,Tamil Nadu,
4876,Conchiglie Pasta With Broccoli,Italian,
4877,Chickpea & Date Tagine,African,
4878,Stuffed Ridge Gourd,North Indian,
4879,Ajo Blanco,Continental,
4880,Almond Meal Muffins,Continental,
4881,Maharashtrian Ghavan,Maharashtrian,
4882,Gulab Jamun Trifle,Indian,
4884,Healthy Maravalli Kizhangu Bonda,South Indian,
4885,Coffee Banana Oats Smoothie,Continental,
4887,Nimki Aloo Anardana Curry,North Indian,
4888,Parsi Lagan Nu Custard,Parsi,
4889,Broccoli Cheddar Frittata,Italian,
4890,Bhaji Vada,Indian,
4891,Aam Papad,North Indian,
4892,Vegetarian Mexican Fried Rice,Mexican,
4893,Thekera Tenga,Assamese,
4894,Konkani Style Kotte Saaru,Konkan,
4895,Doodhi Sabudana Kheer,Indian,
4896,Kashmiri Pulao,Kashmiri,
4897,Butternut Squash And Carrot Soup,Continental,
4898,Poricha Kuzhambu,Tamil Nadu,
4899,Besan Ladoo,North Indian,
4900,Cabbage Pachadi,South Indian,
4903,Kolhapuri Masala,Maharashtrian,
4904,Red Kidney Beans Chocolate Barfi,Indian,
4908,Appe Payasa,South Indian,
4910,Herbed Dinner Rolls,European,
4911,Goan Dessert Sakhar Bhaat,Goan,
4913,Kulia Fruit Chaat,Indian,
4914,Watermelon Basil Sei White Tea,Continental,
4915,Maharashtrian Style Carichi Dal,Maharashtrian,
4916,Bihari kale gram roti,Bihari,
4917,Chickpea and spinach fritters,Greek,
4918,Stir Fried Beetroot,Tamil Nadu,
4920,Mahunada Khaja,Indian,
4921,Spicy Tandoori Paneer Open Puff,French,
4923,Kadabu,Konkan,
4924,Tamil Nadu Style Badam Puri,Tamil Nadu,
4925,Spiced Bottle Gourd And Spinach Juice,Continental,
4926,Roasted Pumpkin Rava Dhokla,Gujarati,
4928,Mambhazam Pulissery,Kerala,
4929,Carrot & Capsicum Sabzi,North Indian,
4930,Raw Jackfruit Biryani,Indian,
4931,Kabuli Chana Kofta Biryani,North Indian,
4932,Curry Fried Quinoa Rice,Indian,
4933,Paleo Breakfast Casserole In A Mug,Continental,
4934,Jhangore Ki Kheer,Kashmiri,
4935,Bihari Style Aloo Ka Chokha,Bihari,
4936,Palak Paneer Kathi Roll,Indian,
4940,Chocolate Salted Caramel Tart,French,
4941,Spicy Babycorn Satay,Asian,
4942,Khatte Chole,North Indian,
4944,Nuvvula Pachadi,Indian,
4945,Pan Fried Broccoli Pakora,North Indian,
4946,Nagaland Style Pumpkin Ombal,Nagaland,
4947,Bottle Gourd Peel Chutney,South Indian,
4948,Mooga Gathi,Goan,
4949,Maharashtrian Green Moong Bhat,Maharashtrian,
4950,Glazed Apples and Banana Wheat Crumb Tart,Continental,
4951,Shimla Mirchi Panchamrut,Konkan,
4952,Bhey Vangan Saag,Sindhi,
4953,Savoury Carrot And Coriander Pancakes,Indian,
4954,Idli Tikka With Sambar,Fusion,
4955,Spaghetti In Creamy Tomato Sauce,Italian,
4956,Moong Dal With Radish Greens,Indian,
4957,Brownie Butter Cake,Continental,
4958,Dimer Malai Curry,Bengali,
4959,Chopped Spinach And Pomegranate Salad,Continental,
4960,Vermicelli Kunafa With Paneer & Cream Filling,Fusion,
4961,Chena Kaya Erissery,Kerala,
4962,Dry Chole,Punjabi,
4963,Green Moong Dal Cheela,North Indian,
4964,Karela Thepla,Indian,
4965,Lavender Lemonade Cooler,Continental,
4966,Cauliflower And Red Bell Pepper Stir Fry,South Indian,
4967,Roasted Vegetable Panini Sandwich With Feta Cheese,Continental,
4968,Boiled Potato in Tangy Tomato Sauce,North Indian,
4971,Thavala Adai,South Indian,
4972,Achari Paneer Mini Bread Bowl With Cheesy Twist,Indian,
4973,Tangy Black Chickpea Curry,Himachal,
4974,Karnataka Style Alugadde and Mentye Pakoda,Karnataka,
4976,Kale And Vegetable Fried Quinoa,North Indian,
4977,Sweet & Spicy Raw Papaya Moongphali Ki Sabzi,Rajasthani,
4978,Chenakayi Erissery,Kerala,
4979,Tamter Wangun,Indian,
4980,Ghee Rice,South Indian,
4981,Delicious Paneer Satay With Tandoori Mayo,Continental,
4982,Makai Ka Cheela,North Indian,
4983,Mooli Jowar Ki Roti,North Indian,
4984,Mini Lemon Tarts,Continental,
4985,Bengali Sukto,Bengali,
4986,Achari Chole Aloo Tikki Chaat,Indian,
4988,Bengali Style Papad Curry,Bengali,
4989,Crispy Fried Kurkuri Bhindi Spiced With Cumin & Chaat Masala,Indian,
4990,Rajma Cutlet,Indian,
4992,Raw Papitha No Sambharo,Gujarati,
4993,Vegetarian Momo,North East India,
4994,Besan Methi Paratha,North Indian,
4995,Capsicum Bath,Indian,
4996,Kollu Rasam,South Indian,
4997,Watermelon Seeds Rice,Indian,
4998,Matar Ka Cheela,North Indian,
5000,Phool Mathri,Indian,
5001,Multigrain Baby Cereal,Indian,
5002,Palak Patta Chaat,North Indian,
5005,Konkani Style Kadgi Chakko,Konkan,
5006,Spicy Grilled Pineapple Salsa,Mexican,
5008,Hariyali Gobi,North Indian,
5010,Macaroni Minestrone Soup Pot,Italian,
5011,Shakarkandi Malpua,North Indian,
5012,Figs and Muesli Bread Pudding,Continental,
5013,Green Moong Dal Makhani,North Indian,
5015,Manga Rasam,South Indian,
5016,Moong Dal Chilla,North Indian,
5017,Potatoes In Poppy Seed Paste,Bengali,
5019,Tamil Nadu Style Pala Kottai Sambar,Tamil Nadu,
5020,Mango Pudding,North Indian,
5022,Kale Apple Salad,Continental,
5024,Drumstick Spinach Usili,Tamil Nadu,
5025,Cucumber Mor Kuzhambu,South Indian,
5026,Kesar,Fusion,
5027,Andhra Style Beerakaya Pappu,Andhra,
5028,Dates Chocolate & Nut Balls,Continental,
5029,Sorakkai Kozhukattai Paal Kuzhambu,Tamil Nadu,
5031,Tea Spiced Nuts,Indian,
5034,Sweet And Sour Vegetables,Indo Chinese,
5036,Vegetarian Thukpa,Lunch,
5037,Chinese Vegetarian Fried Rice With Apples,Chinese,
5041,Nutella Pancakes,Continental,
5042,Roasted Vegetable Farfalle Pasta Salad,Italian,
5043,Dip Potato,North Indian,
5045,Black Forest Cupcake,Indian,
5046,Papad Nachos With Salsa,Fusion,
5047,French Gâteaux,French,
5049,Spring Onion Pakora,Indian,
5050,Sweet Pongal With Thai Jasmine Rice And Palm Sugar,South Indian,
5052,Hare Chane Ka Kebab,Indian,
5053,Savory Bread Pudding with Broccoli and Tomato,Continental,
5054,Ice Tea Sangria,European,
5055,Whole Wheat Achaari Aloo Tacos,Fusion,
5056,Daal Pithi,Bihari,
5057,Karuvepillai Pachadi,South Indian,
5058,Peanut Rice With Coconut,Kashmiri,
5060,Uttarakhand Style Black Gram Chainsoo,North Indian,
5062,Sweet Potato Gratin With Fresh Herbs,French,
5063,Rice Sizzler With Tomato Coulis,Continental,
5064,Aloo Matar Paneer Curry,North Indian,
5065,Sprouted Mung Bean and Spinach Soup,Continental,
5066,Foxtail Millet Idli,South Indian,
5067,Ragi Vermicelli,South Indian,
5068,Konkani Style Cabbage Sanna Polo,Konkan,
5069,Healthy Rose Cookies With Persian Twist,Continental,
5070,Sakkare Millet Pongal,South Indian,
5071,Maddoor Wade,Karnataka,
5072,Kerala Style Karamani Thoran,Kerala,
5073,Beetroot Thoran,South Indian,
5074,Baked Mini Bread Cups,Indian,
5075,Multigrain Crepe Filled With Spicy Mashed Potatoes,Indian,
5076,Palak Dhania Dosa With Figaro Olive Oil,South Indian,
5077,Date and Tamarind Chutney,Indian,
5078,fenugreek corn flour,Indian,
5079,Sindhi Sai Bhaji,Sindhi,
5080,Oats Carrot Cake Cookies,Continental,
5081,Red Capsicum Poriyal,South Indian,
5083,Sweet Corn Spring Onion Momo,Chinese,
5084,Maharashtrian Style Groundnut Curry,Maharashtrian,
5085,Chilli Capsicum Macaroni,Fusion,
5087,Potlakaya Perugu Pachadi,South Indian,
5089,Mung Bean Sprouts Upkari,Indian,
5090,Roasted Cauliflower Soup,Continental,
5091,Thandai Mousse Cake With A Delicious Cardamom Sponge,Indian,
5092,Chickpea & Oats Falafel,Middle Eastern,
5093,Drumstick Dal Soup,South Indian,
5094,Colflower Pea Bhurji,Indian,
5095,Tamarind Water,Continental,
5096,Pyaz Wali Bhindi,Indian,
5097,Mixed Sprouts In Chettinad Masala,Chettinad,
5098,Focaccia With Cherry Tomatoes & Caramelized Onion,Italian,
5099,Apple, Kiwi,
5100,Tamil Nadu Style Coconut Chutney,South Indian,
5101,Indian Spicy Masala Cookie,Indian,
5102,Sweet Corn & Peas Upma,South Indian,
5103,Cold Sesame Noodles,Chinese,
5105,Rice Cereal,Indian,
5106,Corn cake,Rajasthani,
5107,Dill Cucumber Raita,Indian,
5108,Tindora Ka Salan,North Indian,
5109,Konkani Style Kalwanche Tonak,Konkan,
5111,Baked Roasted Pumpkin Penne Pasta With Tomato Basil Sauce,Italian,
5112,Potato Fenugreek Leaves Stir Fry,North Indian,
5113,Soya Granule Samosa,North Indian,
5114,Sweet Pumpkin Green Smoothie,Continental,
5115,Vegetable Yakhni Pulao,North Indian,
5116,French Toast Oatmeal Bake,Continental,
5117,Nutella Filled Hand Pies,Continental,
5118,Broccoli Puree With Butter and Garlic,Indian,
5119,Guar Fali Masala Vegetable,North Indian,
5120,Saffron Cardamom Creme Brulée,French,
5121,Ellu Chutney,Karnataka,
5122,Light And Creamy Broccoli Soup,Continental,
5123,Spinach And Capsicum Pasta,Italian,
5124,Kuzhal Payasam,South Indian,
5125,Pesto and Tangy Tomato Whirls with Hints of Garlic,Italian,
5126,Methi, Mooli Makkai Paratha,
5130,Sindhi Bhuga Chawal,Sindhi,
5132,Tofu Green Pulao,Indian,
5133,Mosaru Kodubale,South Indian,
5135,Thengai Thogayal,South Indian,
5136,Healthy Yogurt Parfait with Oats and Fresh Fruits,Continental,
5137,Thelivu Rasam,South Indian,
5138,Huruli Kaalu Chutney Pudi,South Indian,
5140,Harissa Paste,Continental,
5141,Raw Mango Thokku,South Indian,
5142,Karnataka Style Haalbai,Karnataka,
5143,Andhra Gongura Pulihora,South Indian,
5144,Annanas Ka Muzzafar,Awadhi,
5145,Moong Dal Idli,South Indian,
5146,Herbed Lentil Loaf Using Horsegram,Continental,
5148,Wholesome Lentil Salad with Oven Roasted Tomatoes,Continental,
5149,Jalapeno Cheese Samosa,Fusion,
5151,Hare Chana Barfi,Rajasthani,
5152,Green Tea Coconut Ladoo,Indian,
5153,Tofu Methi Paratha,North Indian,
5154,Stir Fried Brown Rice And Wild Rice Topped With Honey,Indo Chinese,
5155,Whole Wheat Spaghetti With Avocado Basil Pesto,Italian,
5157,Rice Flour Bhakri,Maharashtrian,
5159,Rose Lassi,North Indian,
5160,Buckwheat Crepe with Fruit Compote,Continental,
5161,Lachedar Kakdi Pyaz Kachumber,Indian,
5163,Sweet And Sour Vegetables With Paneer Curry,Asian,
5164,Pudina Shavige,Karnataka,
5167,Hidden Banana Cupcake,Continental,
5168,Andhra Style Patoli,Andhra,
5169,Slow Oven Roasted Tomatoes With Pasta And Goat Cheese,Italian,
5170,Cottage Cheese Pancake Stuffed With Chocolate,Continental,
5171,Hyderabad Style Kuska,Hyderabadi,
5172,3 Ingredients Banana Ice Cream,Continental,
5173,Mixed Millet and Lentils Adai,South Indian,
5175,Whole Wheat Sunflower Seed Bread,Continental,
5176,Spinach And Sweet Potato Bombs,Continental,
5177,Italian Ricotta Crostini with Olives and Cherry Tomatoes,Italian,
5178,Allam Pachadi,South Indian,
5180,Mexican Quinoa Bean Salad,Mediterranean,
5182,Kirai Sambar,South Indian,
5183,Munthiri Masala Kurma,South Indian,
5184,Sweet Potato Brownie,Continental,
5185,Amla Rasam,South Indian,
5186,Mini Bread Pizza,Fusion,
5188,Dill Idle,South Indian,
5189,Rajasthani Seeds Fenugreek & Papad K Sag,Rajasthani,
5191,Telangana Style Barada Palya,Andhra,
5193,Banana Orange & Spinach Smoothie,Continental,
5194,Idli Dosa Batter,Indian,
5196,Fresh  Basil Pesto,Continental,
5198,Mixed Millet And Lentils Adai,South Indian,
5199,Masala Paniyaram,South Indian,
5200,Amritsari Dry Dal,Punjabi,
5201,Karnataka Style Moolangi Chutney,Karnataka,
5202,Senai Potato Fry,South Indian,
5203,Crispy Corn Chaat,Indian,
5204,Achari Masala Puri,Indian,
5205,Aam Pudina Ka Panna,Indian,
5206,Spicy Raisins And Walnut Cake,Continental,
5207,Dal Palak,North Indian,
5208,Zucchini and Carrot Pasta,Italian,
5209,Makhana Ka Raita,Awadhi,
5210,Corn & Paneer Baked Samosa,North Indian,
5211,Baked  Croutons With Herbs,Continental,
5212,Vaghareli Rotli,North Indian,
5213,Fruit Custard,Indian,
5214,Creamy Spaghetti Pasta Flavored With Cheesy Dip,Italian,
5215,Brinjal Curry,South Karnataka,
5216,Assamese Bhendir Sorsori,Assamese,
5218,Spiced Cabbage Rice,Indian,
5220,Lemon Cucumber Detox Water,Continental,
5221,Sweet Yeast Malt,South Indian,
5222,Kashmiri Style Al Rogan Josh,Kashmiri,
5225,Cheesy Stuffed Mushrooms With Spinach,Continental,
5226,Tomato Dosa,South Indian,
5227,Beet and Avocado Chapati,Indian,
5228,Karigadab,South Indian,
5229,Stuffed Bitter Gourd Simmered In Yogurt Gravy,Awadhi,
5230,Turkish Pide,Middle Eastern,
5231,Spinach & Corn Quesadilla,Mexican,
5232,Moroccan Spiced Millet And Lentil Salad,African,
5233,Apple Cinnamon Modak,Maharashtrian,
5234,Roasted Apple, Onions and Cheese Focaccia,
5235,Fried Barnyard Millet,North Indian,
5236,Dahi Vada,South Indian,
5237,Grilled cheese fenugreek tikki,Indian,
5238,Futi Kadi,Konkan,
5239,Mirchicha Chatka,Maharashtrian,
5241,Baby Potato Salad with Onion & Cheese,Continental,
5243,Thotakura Pappu,Andhra,
5244,Attirachi Kuzhambu,South Indian,
5245,Drumstick Spinach Fry,South Indian,
5246,Masala Lemonade,Indian,
5247,Goan Style Maskachi Bhaji,Goan,
5248,Mole Sauce,Mexican,
5249,Vazhaithandu Lemon Rasam,South Indian,
5250,Spinach and Banana Smoothie With Chia Seeds,Continental,
5251,Carrot Custard Pudding,Indian,
5252,Ajwain Besan Ka Paratha,Indian,
5253,Nutty Chocolate Banana Smoothie,Continental,
5254,High Protein Soya Idli,South Indian,
5255,Honey Paneer,Indian,
